CASH,NOTES_ACC_REC_NET,CURR_ASSETS_OTH,CURR_ASSETS,PROP_EQUIP_OWNED,DEPR_PROP_EQUIP,PROP_EQUIP_CAP_LS,AMORT_PR_EQ_CAP_LS,PROP_EQUIP,ASSETS_OTHER,ASSETS,NOTES_ACC_PAYABLE,ACCRUED_TAXES,CURR_LIAB_OTHER,CURR_LIABILITIES,LONG_TERM_DEBT,OTH_LIABILITIES,DEFERRED_CREDITS,PF_EQUITY,PF_SHARES_NUM,COM_EQUITY,COM_SHARES_NUM,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK,SH_HLD_EQUITY_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
325.79,2118.08,1701.60,4145.47,1884.59,596.94,,,1287.65,2279.16,7712.27,3892.13,,1225.96,5118.08,,,252.00,,,9504.15,,26824.38,-33986.34,2342.19,,2342.19,7712.27,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,4,1,2004,2
326.76,289.64,262.65,879.05,1869.08,135.63,,,1733.45,1218.32,3830.83,1798.41,76.87,842.76,2718.04,,,,,,2.00,,5507.10,-4396.32,1112.78,,1112.78,3830.83,20368,G4,Allegiant Air,GLQ,Allegiant Air,06035,D,1,1,1999,4
329.19,34201.52,3031.53,37562.25,2010.66,1027.12,0.00,0.00,983.54,71.25,38617.04,16901.56,9.74,231.04,17142.34,0.00,7875.58,0.00,0.00,,0.10,,609.90,12989.11,13599.11,0.00,13599.11,38617.04,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,4,1,2011,2
330.50,838.88,327.89,1497.26,20206.53,15564.55,,,4641.98,,6139.24,900.90,50.31,34.62,985.83,,2007.42,,,,7944.86,,9181.76,-13980.63,3146.00,,3146.00,6139.24,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1996,2
330.66,443.84,367.01,1141.51,8083.72,1721.21,,,6362.51,,7504.02,61.28,17.92,384.47,463.67,3175.00,,,,,1.00,,4723.99,-859.64,3865.35,,3865.35,7504.02,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1994,2
331.22,733.96,357.68,1422.86,6571.48,2443.71,,,4127.77,38.30,5588.92,3753.27,57.88,665.00,4476.15,,1066.29,,245.00,,0.10,,1933.65,-2132.27,46.48,,46.48,5588.92,19677,BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,06136,S,1,1,1992,4
333.00,,132.70,465.70,4154.28,2694.11,,,1460.17,,1925.87,,,2875.06,2875.06,,,,,,1.00,,,-950.20,-949.20,,-949.20,1925.87,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2008,2
333.22,4078.95,8291.86,12704.03,6076.57,2020.97,,,4055.60,9329.61,26089.24,10007.25,48.19,691.30,10746.74,1150.77,,,25000.00,,4491.00,,,-15299.27,14191.73,,14191.73,26089.24,20387,PN,Pan American Airways Corp.,PN,Pan American Airways Corp.,06749,S,1,1,2000,2
333.59,403.07,120.32,856.97,280.55,16.63,,,263.92,1656.88,2777.77,247.87,,146.20,394.07,,,,,,0.10,,4497.44,-2113.83,2383.70,,2383.70,2777.77,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1996,2
335.71,1550.84,5438.63,7325.18,1976.40,1428.82,,,547.58,,7872.76,5057.65,,6890.93,11948.58,260.06,,,,,,,988.30,-5324.18,-4335.88,,-4335.88,7872.76,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06882,S,4,1,1999,2
340.22,246.19,124.69,711.11,343.71,44.88,,,298.83,495.44,1505.37,272.79,80.26,509.48,862.53,,,,,,2.00,,2471.55,-1830.71,642.84,,642.84,1505.37,20368,G4,Allegiant Air,GLQ,Allegiant Air,06035,D,1,1,1999,2
340.33,,208.04,548.37,5607.28,4558.28,,,1049.00,,1597.37,,,2293.11,2293.11,,,,,,1.00,-1.00,,-696.74,-696.74,,-695.74,1597.37,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2023,2
342.03,1134.89,1322.38,2799.31,1118.54,140.30,32.21,14.89,995.56,10.00,3804.86,2855.22,,1424.17,4279.39,541.23,,,,,880.00,,-241.45,-1654.32,-1015.76,,-1015.76,3804.86,20146,SPQ,Sun Pacific International,SPQ,Sun Pacific International,06796,S,4,1,1997,4
345.91,569.19,210.99,1126.08,4409.28,544.40,,,3864.88,87.49,5078.45,4283.98,49.89,1244.83,5578.70,,1042.63,,,,10.00,,1350.00,-2902.87,-1542.87,,-1542.87,5078.45,19677,BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,06136,S,1,1,1992,2
346.26,1294.67,217.26,1858.19,2389.08,,,,2389.08,935.09,5182.36,4373.74,192.57,10981.67,15547.98,5000.00,,,1000.00,,,,935.09,-11220.98,-9285.89,6079.74,-15365.62,5182.36,20086,T3,Tristar Airlines Inc.,T3,Tristar Airlines Inc.,06898,D,1,1,1996,2
347.86,73.58,1825.57,2247.00,10096.95,3677.79,6278.17,1983.22,10714.11,385.07,13346.18,6484.96,16.06,110.86,6611.88,13812.99,1274.82,,,,1.00,,416.99,-8771.50,-8353.51,,-8353.51,13346.18,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2004,4
348.92,583.67,872.03,1804.61,701.73,451.96,1036.75,154.44,1132.09,41.02,2977.72,1974.19,48.62,50.19,2072.99,753.66,,,,,60.00,-60.00,4422.44,-4331.37,151.07,,151.07,2977.72,20074,REQ,Renown Aviation,REQ,Renown Aviation,06771,S,1,1,1997,4
349.12,760.00,,1109.12,,,,,,,1109.12,591.22,,,591.22,,,,,,0.10,,992.45,-474.64,517.90,,517.90,1109.12,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2009,4
356.00,66.11,1853.41,2275.52,10096.95,3207.33,6278.17,1666.17,11501.62,331.51,14108.66,6491.32,14.90,196.85,6703.07,15215.51,994.94,,,,1.00,,416.99,-9222.85,-8804.86,,-8804.86,14108.66,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2004,2
356.26,12492.95,712.78,13561.98,789.20,246.03,,,543.17,7183.17,21288.32,6261.11,,1647.03,7908.14,,52.06,,,,1.00,-0.10,,13327.13,13328.13,,13328.13,21288.32,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06687,S,1,1,1994,4
357.66,760.00,,1117.66,,,,,,,1117.66,538.13,,65.41,603.54,,,,,,0.10,,992.45,-478.42,514.12,,514.12,1117.66,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2010,2
359.64,9.41,1221.32,1590.36,252.25,24.46,601.52,30.08,799.23,1252.00,3641.59,1709.79,,1999.84,3709.63,2157.52,,,,,0.50,,15.00,-2241.06,-2225.56,,-2225.56,3641.59,20050,WA,Worldwide Airlines Services,WA,Worldwide Airlines Services,06945,S,1,1,1992,4
361.22,352.20,304.86,1018.28,251.27,45.26,,,206.01,1146.08,2370.37,2245.14,260.57,112.49,2618.20,,712.16,,,,0.10,-7.00,4500.00,-5460.09,-959.99,,-959.99,2370.37,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06852,S,4,1,1998,2
364.20,5347.93,1866.89,7579.01,1393.26,184.25,1428.09,159.01,2478.09,67.12,10124.23,7795.94,1079.16,4185.67,13060.77,1921.65,,,,,,,15212.32,-20070.51,-4858.20,,-4858.20,10124.23,20164,ZA,Accessair Holdings,ZA,Accessair Holdings,06000,D,1,1,1999,2
367.93,246.68,988.64,1603.25,20083.38,6099.64,,,13983.74,322.78,15909.77,4100.08,,11601.00,15701.07,8850.85,,355.35,,,0.10,,713.14,-9710.74,-8997.50,,-8997.50,15909.77,20399,PLQ,Planet Airways,PLQ,Planet Airways,06776,D,4,1,2003,2
368.43,1433.87,339.53,2141.83,19456.01,14981.93,,,4474.08,,6615.91,1208.93,46.60,,1255.52,,1923.19,,7944.86,,,,8990.10,-13497.77,3437.19,,3437.19,6615.91,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1997,2
369.01,2295.37,1676.20,4340.58,2201.36,1692.08,,,509.28,1781.40,6631.26,4460.00,22.33,3218.33,7700.67,964.04,,,,,,-18787.50,1858.30,-3891.75,-2033.46,,-2033.46,6631.26,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06882,S,4,1,1999,4
369.29,3504.10,3757.57,7630.97,1626.93,544.49,,,1082.44,0.00,8713.40,7441.67,,253.90,7695.57,2759.47,10043.14,,,,1.00,,557.24,-12343.01,-11784.77,,-11784.77,8713.40,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06077,S,4,1,2014,4
370.39,310.65,346.45,1027.49,3076.03,356.80,,,2719.23,873.74,4620.45,13629.94,123.29,923.35,14676.58,,,,,,2.00,-2.00,,-10058.12,-10056.12,,-10056.12,4620.45,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2000,4
371.38,1528.17,6549.79,8449.33,11980.69,3293.21,,,8687.49,8.32,17145.13,5275.94,373.73,4515.11,10164.78,3579.82,700.00,0.00,1994.77,,2455.99,,0.00,-1750.22,2700.54,0.00,2700.54,17145.13,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,4,1,2017,2
375.50,767.62,475.12,1618.23,45.05,10.37,,,34.68,1915.13,3568.04,4927.24,22.08,,4949.32,,,,,,1000.00,-10.00,,-2381.28,-1381.28,,-1381.28,3568.04,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2000,2
380.62,482.06,1015.33,1878.01,2022.19,537.50,856.59,289.75,2051.53,8.46,3938.00,864.13,39.42,,903.55,2221.52,,,,,60.00,,6080.43,-5327.49,812.94,,812.94,3938.00,20074,REQ,Renown Aviation,REQ,Renown Aviation,06771,S,1,1,1998,4
387.90,265.80,621.00,1274.70,1809.67,419.50,,,1390.18,1.91,2666.78,4671.20,4.76,757.65,5433.60,42.49,,,,,2.00,-2.00,12361.05,-15172.35,-2809.31,,-2809.31,2666.78,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2001,4
395.53,116.86,1606.92,2119.32,194.54,97.05,,,97.49,197.51,2414.31,1834.03,,4975.44,6809.47,726.86,,,,,0.03,,2639.97,-7762.01,-5122.01,,-5122.01,2414.31,20168,W9,Eastwind Airlines Inc.,W9,Eastwind Airlines Inc.,06290,D,4,1,1996,4
396.60,3227.44,5.00,3629.04,91.61,12.01,,,79.60,,3708.65,3847.22,,,3847.22,271.23,,,,,1.00,,,-410.80,-409.80,,-409.80,3708.65,20191,FNQ,Fine Airlines Inc.,FNQ,Fine Airlines Inc.,06450,S,4,1,1993,4
398.17,440.79,6.03,845.00,13.98,2.80,,,11.18,,856.18,44.03,73.26,60.73,178.02,595.50,,,,,1.00,,,81.66,82.66,,82.66,856.18,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2003,4
398.97,2237.51,1153.91,3790.39,2609.41,627.47,,,1981.94,546.01,6318.34,12111.99,,1437.18,13549.17,24.82,,,0.06,-5.45,10.00,-901.02,25216.25,-32480.80,-7254.50,1.15,-7255.65,6318.34,20420,RL,UltrAir,RL,UltrAir,06037,S,1,1,1993,4
400.61,134.94,91.25,626.81,1545.64,548.12,,,997.52,56.37,1680.70,147.80,12.24,276.98,437.03,,,,,,250.00,10.00,542.53,451.14,1243.67,,1243.67,1680.70,19981,PAQ,Patriot Airlines Inc.,PAQ,Patriot Airlines Inc.,06754,S,1,1,1994,2
403.45,165.65,419.38,988.47,321.79,39.02,,,282.78,2949.97,4221.22,535.40,173.61,1390.18,2099.19,2647.30,,,,,0.01,,,-525.28,-525.27,,-525.27,4221.22,20020,V9,Eagle Airlines,V9,Eagle Airlines,06279,S,1,1,1993,4
406.08,469.42,872.03,1747.52,613.09,396.87,498.37,122.58,592.01,2.47,2342.00,1329.46,68.59,17.35,1415.40,753.66,,,,,60.00,-60.00,3474.09,-3361.15,172.94,,172.94,2342.00,20074,REQ,Renown Aviation,REQ,Renown Aviation,06771,S,1,1,1997,2
412.65,431.05,4344.75,5188.45,7891.11,5122.37,6518.17,3294.86,5992.05,11472.64,22653.13,3056.96,,20.15,3077.11,4700.27,,,,,1.00,,1488.89,13385.85,14875.74,,14875.74,22653.13,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2007,2
414.63,3828.69,363.51,4606.83,155.75,27.25,,,128.50,222.00,4957.33,4468.03,,164.40,4632.43,225.00,,,,,1.00,,299.35,-200.45,99.90,,99.90,4957.33,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,Murray Air,07029,D,4,1,2006,4
415.07,3462.91,468.80,4346.78,155.75,31.28,,,124.47,222.00,4693.25,4212.32,,133.07,4345.39,100.00,,,,,1.00,,299.35,-52.49,247.86,,247.86,4693.25,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,Murray Air,07029,D,4,1,2007,2
415.31,39.81,479.32,934.44,820.13,195.00,,,625.13,33.34,1592.91,1199.15,1091.32,3325.80,5616.27,1007.29,,,6.01,,3.71,,6700.29,-11740.65,-5030.65,,-5030.65,1592.91,20412,N5 (1),Nations Air Express Inc.,N5,Nations Air Express Inc.,06733,D,1,1,1996,2
418.63,2591.03,1465.27,4474.92,1751.05,1169.28,,,581.77,,5056.69,1700.13,448.27,1057.52,3205.92,260.06,,,,,,,988.30,602.42,1590.72,,1590.72,5056.69,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,4,1,1998,2
424.74,2039.67,528.96,2993.36,13.98,8.61,,,5.37,,2998.73,915.00,53.52,171.17,1139.69,,1251.77,58.20,,,1.00,,,548.06,549.06,,549.06,2998.73,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2005,2
426.89,3752.94,638.65,4818.48,130.47,20.25,150.00,75.00,185.22,168.01,5171.71,5184.46,32.14,139.70,5356.30,,,,,,1.00,,100.00,-285.59,-184.59,,-184.59,5171.71,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2006,2
427.05,4568.41,,4995.46,125.00,,,,125.00,470.00,5590.46,1436.48,782.14,,2218.62,977.49,,,,,,,516.44,1877.91,,,2394.35,5590.46,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2010,4
430.22,618.12,2772.34,3820.69,3494.23,1021.61,,,2472.62,3692.98,9986.28,4645.86,,2162.04,6807.90,,,63.00,,,9504.15,,26824.38,-33213.15,3115.38,,3115.38,9986.28,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,4,1,2005,2
440.18,103.50,3742.86,4286.54,1964.26,415.10,,,1549.16,396.33,6232.03,2012.23,,5399.33,7411.56,,,,,,0.12,,13139.88,-14319.53,-1179.53,,-1179.53,6232.03,20168,W9,Eastwind Airlines Inc.,W9,Eastwind Airlines Inc.,06290,D,4,1,1997,4
442.84,5874.04,,6316.88,102.30,,145.00,,247.30,572.05,7136.23,1813.52,2017.80,,3831.32,1092.52,,,,,,,284.48,1927.91,2212.39,,2212.39,7136.23,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2012,4
444.18,34.38,745.72,1224.28,1475.95,313.83,1450.33,280.43,2332.02,17.11,3573.40,7567.30,1487.60,2686.29,11741.19,1929.34,,,,,,,27150.32,-37247.44,-10097.12,,-10097.12,3573.40,20164,ZA,Accessair Holdings,ZA,Accessair Holdings,06000,D,1,1,2000,2
451.20,671.02,360.65,1482.87,3223.42,327.34,,,2896.07,1465.62,5844.57,23965.50,109.06,543.80,24618.36,97.41,,,0.06,-5.45,1.04,-5.35,2030.40,-20902.71,-18871.21,,-18871.21,5844.57,20420,RL,UltrAir,RL,Airline Of The Americas,06037,S,1,1,1993,2
470.19,644.77,1159.38,2274.35,159.16,122.10,0.00,0.00,37.06,2214.29,4525.69,8569.97,1705.74,909.89,11185.60,7200.00,2936.81,0.00,0.00,,0.00,,-511.65,-16285.07,-16796.72,0.00,-16796.72,4525.69,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2013,4
470.46,296.39,224.32,991.17,104.98,11.65,,,93.33,694.33,1778.82,2660.67,42.21,206.34,2909.23,,249.54,,,,0.10,,1750.00,-3130.04,-1379.94,,-1379.94,1778.82,20106,SM,Sunworld International Airlines,X5,Sunworld International Airlines,06852,S,4,1,1996,4
476.63,94.06,47.97,618.66,116.39,5.38,,,111.01,32.45,762.12,282.69,,1185.10,1467.79,606.59,,,,,1.00,-8750.00,250.00,-1563.26,-1312.26,,-1312.26,762.12,20147,T9,TransMeridian Airlines,T9,TransMeridian Airlines,06885,S,4,1,1995,4
485.39,4056.04,576.33,5117.77,1733.21,144.56,0.00,0.00,1588.65,297.79,7004.21,4533.96,0.00,3404.73,7938.69,817.72,0.00,0.00,0.00,,0.00,,8115.39,-9867.58,-1752.19,0.00,-1752.19,7004.21,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2021,4
486.30,3195.85,2055.57,5737.71,18114.80,3282.84,,,14831.97,3547.66,24117.34,3699.75,,5837.50,9537.25,18500.00,,,,,0.60,,1349.04,-5269.56,-3919.91,,-3919.91,24117.34,19952,KW,Carnival Air Lines Inc.,KW,Pacific Interstate Airlines,06748,D,1,1,1991,2
488.77,3211.93,706.53,4407.23,18163.60,9557.62,,,8605.98,376.23,13389.43,4759.98,24.19,3067.69,7851.85,7029.53,,,,,1000.00,,,-2491.95,-1491.95,,-1491.95,13389.43,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2008,2
493.10,,246.76,739.86,7655.15,6245.82,,,1409.33,,2149.19,,,1859.23,1859.23,,,,,,1.00,-1.00,,288.96,288.96,,289.96,2149.19,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2013,2
497.32,217.29,157.47,872.08,415.25,115.98,,,299.27,755.00,1926.35,6413.17,537.16,994.91,7945.25,2323.86,,,,,0.50,,187.27,-8530.53,-8342.76,,-8342.76,1926.35,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,1999,4
499.17,111.49,39.92,650.59,302.02,76.62,,,225.41,636.48,1512.47,833.38,17.32,51.79,902.48,,,,,,1.00,,334.00,275.00,609.99,,609.99,1512.47,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1992,4
502.06,1249.30,3455.28,5206.65,4281.04,994.09,,,3286.95,5485.67,13979.26,8615.36,,1030.60,9645.96,,798.59,,,,9504.15,,26824.38,-32793.82,3534.71,,3534.71,13979.26,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,4,1,2005,4
503.82,2946.85,8616.74,12067.40,19825.90,1208.49,,,18617.41,4255.76,34940.57,6512.25,9.88,523.97,7046.10,1021.00,,,25000.00,,4491.00,,9.00,-2626.53,26873.47,,26873.47,34940.57,20387,PN,Pan American Airways Corp.,PA,Pan American World Airways,06752,D,4,1,1999,2
508.84,2125.42,52.66,2686.92,8691.19,304.04,,,8387.15,145.04,11219.11,2085.20,60.91,938.99,3085.10,4377.64,,,,,5.00,,3.52,3747.85,3756.37,,3756.37,11219.11,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1996,2
509.53,4891.73,,5401.26,125.00,,125.00,,250.00,540.00,6191.26,1767.86,1176.36,,2944.23,833.85,,,,,,,485.28,1927.91,,,2413.19,6191.26,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2011,2
511.97,538.20,780.17,1830.34,894.48,34.70,1654.72,,2514.51,753.47,5098.32,2350.11,335.10,352.19,3037.39,136.55,,,0.50,,,,187.27,1736.61,1924.38,,1924.38,5098.32,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,1998,2
514.47,1786.17,614.17,2914.81,8082.42,720.99,,,7361.44,1537.61,11813.86,4320.47,28.12,395.01,4743.61,8261.59,,,,,1000.00,-10.00,,-2191.34,-1191.34,,-1191.34,11813.86,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2001,4
519.70,588.83,565.90,1674.43,846.56,,373.58,278.20,941.94,1721.85,4338.23,11876.79,,2002.57,13879.37,,,,119.60,,65.87,,13878.24,-23589.29,-9525.58,15.56,-9541.14,4338.23,20094,LF (1),Jettrain Airlines,LF,Jettrain Airlines,06680,D,1,1,1996,4
520.45,,259.17,779.61,5602.28,4171.19,,,1431.10,,2210.71,,,2770.41,2770.41,,,,,,1.00,-1.00,,-560.70,-560.70,,-559.70,2210.71,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2022,4
520.53,234.53,256.11,1011.17,338.75,43.80,,,294.96,1369.49,2675.62,1489.43,,419.06,1908.49,906.00,,,,,0.16,-0.16,912.34,-1051.38,-138.88,,-138.88,2675.62,20125,PNQ,Panagra Airways,PNQ,Panagra Airways,06767,S,1,1,1997,4
520.69,344.99,396.10,1261.78,172.81,20.13,,,152.68,1224.41,2638.87,250.00,7.04,724.42,981.46,825.00,,,,,0.16,-0.16,812.35,19.91,832.41,,832.41,2638.87,20125,PNQ,Panagra Airways,PNQ,Panagra Airways,06767,S,1,1,1997,2
526.63,218.46,133.38,878.46,4591.26,3879.23,,,712.03,,1590.50,599.65,,212.83,812.48,603.89,,,,,30.00,,395.15,-251.02,174.13,,174.13,1590.50,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1992,4
527.67,4937.96,954.10,6419.73,1458.75,35.23,,,1423.51,4067.91,11911.16,9957.89,,676.42,10634.30,,,,,,1.00,,299.35,976.51,1276.85,,1276.85,11911.16,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,4,1,2008,2
528.83,771.40,1506.23,2806.47,4352.92,1006.61,,,3346.31,1295.88,7448.66,4098.12,1003.51,2954.83,8056.46,,16901.57,,,,,,,-17509.37,-17509.37,,-17509.37,7448.66,20335,E9 (1),Boston-Maine Airways,E9,Boston-Maine Airways,06951,D,4,1,2005,4
529.85,211.68,272.87,1014.40,19092.67,13149.81,,,5942.86,414.70,7371.96,556.74,7.94,190.93,755.62,6900.00,351.68,,,,1.00,,,-636.33,-635.33,,-635.33,7371.96,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1993,2
533.07,748.38,745.72,2027.16,1475.95,313.83,1450.33,280.43,2332.02,5.42,4364.60,6996.52,1487.60,2497.74,10981.86,1056.96,,,,,,,27148.51,-34822.73,-7674.22,,-7674.22,4364.60,20164,ZA,Accessair Holdings,ZA,Accessair Holdings,06000,D,1,1,1999,4
533.19,3928.66,769.75,5231.60,18127.30,7059.32,,,11067.99,242.16,16541.75,5739.14,25.08,1354.21,7118.43,10031.07,1608.85,,,,1000.00,,,-3216.61,-2216.61,,-2216.61,16541.75,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2007,2
541.64,104.70,502.54,1148.89,9532.75,649.65,,,8883.10,580.56,10612.54,327.07,,947.11,1274.18,13124.73,,,,,49.93,,3182.04,-7018.34,-3786.37,,-3786.37,10612.54,20019,5J (1),Private Jet Expeditions,PJQ,Private Jet Expeditions,06761,S,2,2,1990,2
546.67,3573.61,1230.60,5350.88,13735.65,218.13,,,13517.53,8007.42,26875.83,4670.16,,1932.35,6602.51,15797.99,,,,,7753.08,,,-3277.75,4475.33,,4475.33,26875.83,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,2001,2
547.20,83.38,1491.69,2122.28,11961.52,2187.42,,,9774.10,232.64,12129.02,4310.12,32.27,1592.78,5935.18,4860.28,185.98,0.00,2272.47,,2455.99,,0.00,-3580.88,1147.58,0.00,1147.58,12129.02,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,4,1,2016,2
547.21,52.00,0.60,599.81,255.78,177.98,0.00,0.00,77.80,0.00,677.61,258.21,0.00,800.44,1058.64,21024.53,0.00,0.00,0.00,,0.00,,2800.00,-24205.57,-21405.57,0.00,-21405.57,677.61,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2013,2
558.57,839.73,1121.18,2519.48,1235.43,220.98,32.21,9.52,1037.13,429.24,3985.85,2299.91,28.93,303.59,2632.44,529.92,,,,,880.00,,,-56.50,823.50,,823.50,3985.85,20146,SPQ,Sun Pacific International,SPQ,Sun Pacific International,06796,S,4,1,1997,2
559.24,179.80,90.59,829.63,25.70,,,,25.70,29.14,884.47,492.97,,379.26,872.23,,437.15,,,,300.00,,,-724.91,-424.91,,-424.91,884.47,20102,SFQ,Pacific International Airlines Inc.,SFQ,Sportsflight Airways Inc.,06824,S,1,1,1994,4
561.58,0.00,4.93,566.52,9715.00,8852.12,0.00,0.00,862.87,4804.36,6233.75,44.77,0.00,56.35,101.13,0.00,0.00,0.00,0.00,,1.00,,9.00,6122.63,6132.63,0.00,6132.63,6233.75,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2018,4
561.80,4877.83,1128.03,6567.66,14313.00,2849.72,,1130.98,10332.30,1995.66,18895.61,4593.25,30.52,1587.72,6211.49,11988.07,549.70,162.00,,,1000.00,,,-1015.65,-15.65,,-15.65,18895.61,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2004,4
575.47,136.46,177.46,889.39,115.17,,,,115.17,92.88,1097.45,2612.62,30.04,,2642.66,,,,,,225.00,,,-1770.22,-1545.22,,-1545.22,1097.45,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1990,2
576.43,,200.56,776.99,5151.15,3808.09,,,1343.06,,2120.06,,,2428.78,2428.78,,,,,,1.00,-1.00,,-309.72,-309.72,,-308.72,2120.06,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2022,2
577.44,,201.73,779.17,4173.05,3226.31,,,946.73,,1725.90,,,1568.46,1568.46,,,,,,1.00,,,156.44,157.44,,157.44,1725.90,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2008,4
583.44,1180.93,391.57,2155.94,2937.18,1278.95,,,1658.24,,3814.17,166.59,95.16,,261.75,300.00,261.76,,,,1.00,,4687.57,-1697.90,2990.66,,2990.66,3814.17,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1993,4
602.75,33.49,256.74,892.98,16768.13,1.28,0.00,0.00,16766.85,2630.84,20290.68,975.87,72.86,14342.44,15391.17,14822.73,0.00,0.00,0.00,,4644.12,,0.00,-14567.35,-9923.23,0.00,-9923.23,20290.68,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,XTRA Airways,06144,D,4,1,2020,4
