CASH,NOTES_ACC_REC_NET,CURR_ASSETS_OTH,CURR_ASSETS,PROP_EQUIP_OWNED,DEPR_PROP_EQUIP,PROP_EQUIP_CAP_LS,AMORT_PR_EQ_CAP_LS,PROP_EQUIP,ASSETS_OTHER,ASSETS,NOTES_ACC_PAYABLE,ACCRUED_TAXES,CURR_LIAB_OTHER,CURR_LIABILITIES,LONG_TERM_DEBT,OTH_LIABILITIES,DEFERRED_CREDITS,PF_EQUITY,PF_SHARES_NUM,COM_EQUITY,COM_SHARES_NUM,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK,SH_HLD_EQUITY_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
2496.55,1705.62,3549.27,7751.43,1363.36,734.66,,,628.70,974.73,9354.85,2842.96,276.61,1355.73,4475.29,,,,,,1.00,,4687.57,190.99,4879.56,,4879.56,9354.85,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1998,2
2522.00,1418.00,941.00,4881.00,17966.00,595.00,,,17371.00,8134.00,30386.00,8855.00,329.00,3595.00,12779.00,20004.00,848.00,,1700.00,,7753.00,,,-12698.00,-3245.00,,-3245.00,30386.00,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,2002,2
2526.48,531.98,1039.18,4097.64,267.81,256.94,,,10.87,,4108.51,135.49,0.00,110.38,245.86,173.35,,,,,2000.00,,1731.32,-42.03,3689.29,,3689.29,4108.51,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2015,4
2558.83,352.54,248.34,3159.70,10442.35,357.20,,,10085.15,1981.93,15226.77,1391.41,,216.95,1608.37,9768.94,,,,,0.49,,,3848.98,3849.47,,3849.47,15226.77,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1998,2
2590.21,1567.85,2688.74,6846.81,44.74,11.17,,,33.58,66.94,6947.32,1350.20,7.27,1521.14,2878.60,,,,,,1.00,,,4067.72,4068.72,,4068.72,6947.32,19874,8C,Air Transport International,8C,Air Transport International,06028,S,2,2,1990,2
2592.24,553.81,12.96,3159.02,8050.88,1732.56,,,6318.32,,9477.34,983.45,280.35,543.97,1807.77,4039.98,,305.00,,,12.50,,,3312.09,3324.59,,3324.59,9477.34,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1999,2
2592.96,2454.12,75.55,5122.62,,,,,,40.00,5162.62,595.18,,704.99,1300.17,,,,,,,,140.00,3722.45,3862.45,,3862.45,5162.62,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2007,4
2636.16,731.46,485.72,3853.33,261.57,219.20,,,42.37,,3895.70,515.28,0.00,84.54,599.82,233.23,,,,,2000.00,,1731.32,-668.68,3062.65,,3062.65,3895.70,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2013,2
2639.09,956.15,24.85,3620.09,,,,,,40.00,3660.09,927.95,,218.31,1146.26,,,,,,,,140.00,2373.84,2513.84,,2513.84,3660.09,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2005,4
2641.50,1007.45,5258.70,8907.65,11973.15,2739.84,,,9233.32,229.84,18370.80,4551.51,206.87,7704.91,12463.29,4225.67,700.00,0.00,2299.25,,2455.99,,0.00,-3773.40,981.84,0.00,981.84,18370.80,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,4,1,2016,4
2661.08,670.16,12.29,3343.53,10886.46,6732.77,,,4153.69,,7497.22,1773.32,,884.09,2657.40,5457.42,,,,,24.00,-24.00,425.15,-1066.75,-617.60,,-617.60,7497.22,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1994,2
2670.68,286.92,527.52,3485.11,16188.46,10281.28,,,5907.19,768.82,10161.12,525.95,243.98,553.62,1323.54,,1743.45,,,,12.50,,,7081.63,7094.13,,7094.13,10161.12,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2005,4
2686.08,2647.49,1840.67,7174.24,3115.21,30.27,,,3084.94,40.00,10299.17,1135.80,,1824.02,2959.83,2469.07,,,,,,,140.00,4730.28,4870.28,,4870.28,10299.17,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2009,4
2708.02,518.45,365.16,3591.63,215.90,201.41,,,14.48,,3606.11,387.39,0.00,68.52,455.91,358.74,,,,,2000.00,,1731.32,-939.86,2791.47,,2791.47,3606.11,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2012,2
2712.69,3299.52,3081.53,9093.74,1339.45,661.89,,,677.56,1083.21,10854.51,3270.63,144.20,2865.48,6280.31,,,,,,1.00,,4687.57,-114.36,4574.21,,4574.21,10854.51,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1997,4
2723.15,239.80,12.98,2975.93,145.37,44.80,0.00,0.00,100.57,0.00,3076.50,418.84,0.00,19.54,438.38,1908.66,0.00,0.00,0.00,,171.91,,0.00,557.56,729.46,0.00,729.46,3076.50,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2018,2
2724.76,622.38,174.52,3521.66,20569.94,718.32,,,19851.62,1970.07,25343.35,3204.94,,487.44,3692.39,15264.76,,,,,0.52,,7072.85,-687.16,6386.21,,6386.21,25343.35,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1998,4
2725.87,368.18,52.58,3146.63,10191.08,10191.08,,,,216.55,3363.17,1893.42,0.10,,1893.52,,,829.59,,,0.66,,,639.40,640.06,,640.06,3363.17,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1993,4
2747.37,1092.68,494.10,4334.15,16097.06,10924.75,,,5172.32,481.00,9987.47,506.07,163.00,398.05,1067.12,2209.71,112.91,,,,12.50,,,6585.24,6597.74,,6597.74,9987.47,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2006,2
2823.65,3175.43,2205.04,8204.12,3536.20,586.29,,,2949.91,,11154.03,2637.31,24.97,9325.75,11988.03,,,,,,1.00,,28440.47,-29275.47,-834.00,,-834.00,11154.03,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",ZQ,Caribbean Sun Airlines,06077,S,4,1,2004,2
2843.10,2883.45,479.15,6205.71,20926.52,15397.84,,,5528.68,14.00,11748.39,295.91,347.77,858.38,1502.06,,0.00,,,,12.50,,,10233.83,10246.33,,10246.33,11748.39,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2016,4
2878.01,4955.31,11714.40,19547.72,,,,,,,19547.72,,,,,,,,,,,,,19547.72,19547.72,,19547.72,19547.72,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2007,2
2901.88,793.58,249.74,3945.20,15789.99,15495.49,,,294.51,1480.00,5719.71,269.90,134.25,1285.13,1689.28,,2822.05,,,,12.50,,,1195.88,1208.38,,1208.38,5719.71,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2012,4
2911.06,737.89,1005.89,4654.83,260.35,219.10,,,41.24,,4696.08,587.82,0.00,84.54,672.36,107.72,,,,,2000.00,,1731.32,184.67,3915.99,,3915.99,4696.08,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2014,2
2951.24,2167.94,393.73,5512.91,8953.09,2620.50,,,6332.59,,11845.50,1696.96,171.26,,1868.22,2700.00,932.51,,,,1.00,,4687.57,1656.19,6344.76,,6344.76,11845.50,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1994,4
2953.57,2042.75,16688.47,21684.78,,,,,,,21684.78,,,,,,,,,,,,,21684.78,21684.78,,21684.78,21684.78,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2007,4
2968.90,194.19,187.23,3350.32,11463.70,9256.13,,,2207.58,,5557.89,1299.71,-19.18,22.16,1302.69,,,819.00,,,12.50,-1000.00,,3423.70,3436.20,,3436.20,5557.89,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1996,4
2976.15,1214.42,851.53,5042.10,15652.59,15383.17,,,269.42,745.00,6056.52,489.97,127.55,2160.42,2777.95,,1966.27,,,,12.50,,,1299.80,1312.30,,1312.30,6056.52,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2013,2
2997.48,1203.68,133.67,4334.83,21151.42,10442.10,,,10709.32,,15044.15,1004.79,129.86,408.63,1543.28,,1543.00,,,,12.50,,,11945.37,,,11957.87,15044.15,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2018,2
3006.74,0.22,31122.75,34129.71,,,,,,,34129.71,,,311.66,311.66,,,,,,,,,33818.05,33818.05,,33818.05,34129.71,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2010,2
3018.81,765.09,44.18,3828.08,20926.52,15202.34,,,5724.19,14.00,9566.27,410.20,314.86,409.39,1134.45,,19.92,,,,12.50,,,8399.40,8411.90,,8411.90,9566.27,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2016,2
3041.59,57.22,147.65,3246.46,9433.37,2111.55,,,7321.82,,10568.29,2408.79,-80.00,-10.13,2318.66,4394.97,,305.00,,,12.50,,3537.16,,3549.66,,3549.66,10568.29,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1999,4
3042.00,1666.00,715.00,5423.00,2329.00,390.00,,,1939.00,4496.00,11858.00,1042.00,26.00,3508.00,4576.00,14.00,5520.00,,,,105.00,,,1643.00,1748.00,,1748.00,11858.00,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,06840,S,1,1,2000,4
3060.26,1059.32,24239.58,28359.16,,,,,,,28359.16,,,,,,,,,,,,,28359.16,28359.16,,28359.16,28359.16,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2008,4
3061.82,380.85,26402.61,29845.28,,,,,,,29845.28,,,,,,,,,,,,,29845.28,29845.28,,29845.28,29845.28,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,06041,S,4,1,2009,2
3065.30,453.82,29578.24,33097.36,,,,,,,33097.36,,,459.04,459.04,,,,,,,,,32638.32,32638.32,,32638.32,33097.36,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,06041,S,4,1,2009,4
3072.98,3816.28,667.55,7556.80,254.28,228.58,,,25.70,13533.52,21116.03,976.52,2387.32,3682.80,7046.64,8979.62,5558.34,,,,-57.29,,-411.28,,-468.57,,-468.57,21116.03,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2009,4
3097.81,5409.80,1161.70,9669.31,40.60,,,,40.60,,9709.91,8171.08,,1080.25,9251.33,,,,,,,,37.20,421.38,458.58,,458.58,9709.91,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,Murray Air,07029,D,4,1,2005,2
3104.86,975.66,530.05,4610.57,222.05,36.48,0.00,0.00,185.57,0.00,4796.14,26.83,0.00,2018.09,2044.92,0.00,0.00,0.00,0.00,,0.00,,30911.73,-28160.52,2751.22,0.00,2751.22,4796.14,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2018,4
3141.12,5382.30,481.48,9004.90,303.29,260.29,0.00,0.00,42.99,13383.32,22431.21,2102.13,2531.34,3626.42,8259.89,9338.44,5087.46,0.00,0.00,,0.00,,-57.29,-197.29,-254.58,0.00,-254.58,22431.21,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2010,4
3158.63,906.34,1637.22,5702.19,25330.86,6468.77,,,18862.09,,24564.28,3914.99,177.42,34.85,4127.27,15738.92,,,,,24.00,,425.15,4248.94,4698.09,,4698.09,24564.28,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1995,4
3184.00,399.00,296.00,3879.00,146.00,12.00,,,134.00,360.00,4373.00,1470.00,,160.00,1630.00,135.00,,,,,785.00,,,1823.00,2608.00,,2608.00,4373.00,20299,JX (2),Southeast Airlines,JX,Sun Jet International Inc.,06850,D,4,1,1994,2
3207.74,335.69,1625.20,5168.62,2131.78,929.63,,,1202.15,455.55,6826.32,2652.47,,6869.93,9522.40,350.43,,,,,0.17,,17342.05,-20388.73,-3046.51,,-3046.51,6826.32,20168,W9,Eastwind Airlines Inc.,W9,Eastwind Airlines Inc.,06290,D,4,1,1998,2
3208.52,1431.52,224.14,4864.18,10030.76,91.75,,,9939.00,1340.73,16143.92,439.38,,1729.27,2168.65,6000.00,231.05,,,,,,3189.54,4554.69,7744.23,,7744.23,16143.92,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,4,1,2000,4
3221.07,380.64,439.16,4040.86,254.67,50.48,0.00,0.00,204.18,0.00,4245.05,38.81,0.00,1517.77,1556.58,0.00,0.00,0.00,0.00,,0.00,,34716.39,-32027.93,2688.46,0.00,2688.46,4245.05,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2019,2
3222.11,942.05,3554.34,7718.49,11227.31,7788.78,,,3438.53,,11157.02,3394.49,,57.33,3451.82,4382.15,,,,,24.00,,425.15,2873.90,3323.05,,3323.05,11157.02,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1995,2
3244.16,,1443.49,4687.65,798.36,102.14,,,696.22,312.17,5696.04,2211.52,,828.77,3040.29,,,,,,1115.00,,,1540.75,2655.75,,2655.75,5696.04,20402,GL,Miami Air International,MMQ,Miami Air International,06691,S,4,1,1993,2
3262.00,76.21,397.19,3735.41,219.78,23.40,0.00,0.00,196.38,0.00,3931.78,16.94,0.00,953.68,970.62,0.00,0.00,0.00,0.00,,0.00,,28064.22,-25103.05,2961.17,0.00,2961.17,3931.78,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2018,2
3269.64,908.85,963.13,5141.62,626.46,,,,626.46,150.22,5918.29,4269.53,85.10,2886.43,7241.06,14025.15,,,,,1.00,,575.00,-15923.92,-15347.92,,-15347.92,5918.29,20147,T9,TransMeridian Airlines,T9,TransMeridian Airlines,06885,S,4,1,1997,4
3270.54,2674.66,2187.58,8132.79,554.15,56.03,,,498.12,976.98,9607.89,2244.77,369.89,6429.60,9044.25,3359.71,,,,,,,,-2796.07,-2796.07,,-2796.07,9607.89,20099,6F (1),Laker Airways Inc.,6F,Laker Airways Inc.,06696,S,1,1,1996,2
3282.76,5676.75,1654.22,10613.73,15660.18,9352.85,0.00,0.00,6307.33,10109.93,27030.99,1941.85,,871.52,2813.36,4326.82,0.00,,,,18.36,,,19872.44,19890.80,,19890.80,27030.99,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2014,2
3374.14,1225.70,1220.63,5820.47,1048.82,573.33,,,475.50,,6295.97,501.02,41.11,2015.71,2557.84,,,,,,1.00,,4687.57,-950.44,3738.13,,3738.13,6295.97,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1997,2
3382.37,403.60,31.09,3817.06,11723.76,11430.87,,,292.89,2461.06,6571.01,3846.66,0.10,1808.62,5655.38,,,,,,0.66,,,914.97,915.63,,915.63,6571.01,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1995,4
3436.93,1292.64,2432.06,7161.63,20973.86,15689.23,,,5284.64,,12446.27,1069.44,127.70,383.83,1580.97,,477.69,,,,12.50,,,10375.10,10387.60,,10387.60,12446.27,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2017,2
3447.97,3180.85,359.68,6988.50,3463.86,414.84,,,3049.03,2419.16,12456.68,1987.49,,1734.48,3721.97,3000.00,,,,,33731.04,,,-27996.32,5734.72,,5734.72,12456.68,20502,MY,MAXjet,MY,MAXjet,07050,D,4,1,2005,4
3472.53,7089.68,1401.67,11963.89,17167.29,10291.59,0.00,0.00,6875.70,10045.90,28885.49,4585.25,,0.00,4585.25,4400.00,0.00,,,,18.36,,,19881.88,19900.24,,19900.24,28885.49,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2015,2
3478.24,2292.56,848.09,6618.89,15923.31,15412.74,,,510.56,589.00,7718.45,734.31,296.60,2461.36,3492.27,,1744.09,,,,12.50,,,2469.60,2482.10,,2482.10,7718.45,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2014,2
3492.00,1640.00,4729.00,9861.00,5180.00,1035.00,300.00,101.00,4344.00,2392.00,16597.00,6107.00,,2597.00,8704.00,,3781.00,-138.00,,,9.00,,19281.00,-15040.00,4250.00,,4250.00,16597.00,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,1,1,1995,4
3524.00,518.73,698.37,4741.10,10933.12,7334.97,,,3598.15,,8339.25,2097.53,,76.50,2174.03,5074.28,,,,,24.00,,425.15,641.79,1090.94,,1090.94,8339.25,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1994,4
3544.23,2634.81,19059.83,25238.87,,,,,,,25238.87,,,40.78,40.78,,,,,,,,,25198.10,25198.10,,25198.10,25238.87,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2008,2
3561.20,297.65,3731.30,7590.14,891.08,143.55,,,747.53,372.17,8709.84,2785.81,,3578.71,6364.52,,,,,,1115.00,,,1230.32,2345.32,,2345.32,8709.84,20402,GL,Miami Air International,MMQ,Miami Air International,06691,S,4,1,1993,4
3589.27,5624.29,1191.47,10405.03,17955.16,2086.36,,,15868.80,1842.13,28115.97,2132.55,,4678.14,6810.69,,,,,,,,17637.07,3668.20,21305.28,,21305.28,28115.97,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,4,1,2002,2
3638.44,,1350.89,4989.32,2731.79,1242.17,,,1489.61,215.26,6694.20,807.41,320.12,2819.60,3947.13,,,,,,0.90,,,2746.17,2747.07,,2747.07,6694.20,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,1,1,1993,4
3649.12,8739.06,1901.56,14289.74,16020.54,9496.52,0.00,0.00,6524.03,9653.70,30467.46,6343.53,,0.00,6343.53,4504.00,0.00,,,,18.36,,,19601.57,19619.93,,19619.93,30467.46,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2015,4
3672.87,3259.50,2.33,6934.69,273.54,133.72,0.00,0.00,139.82,0.00,7074.51,111.47,0.00,782.26,893.73,3500.00,0.00,0.00,0.00,,171.91,,0.00,2508.88,2680.78,0.00,2680.78,7074.51,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2022,4
3715.71,73.63,191.53,3980.87,16723.59,1362.55,,,15361.04,300.55,19642.46,3234.54,,2900.36,6134.90,11685.43,,,,,0.10,,713.14,1108.89,1822.13,,1822.13,19642.46,20399,PLQ,Planet Airways,PLQ,Planet Airways,06777,S,4,1,2001,2
3739.00,904.64,845.42,5489.07,16525.75,11674.75,,,4851.01,481.00,10821.07,737.84,112.10,420.66,1270.60,,2611.83,,,,12.50,,,6926.14,6938.64,,6938.64,10821.07,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2006,4
3760.85,4324.26,0.00,8085.10,300.24,154.78,0.00,0.00,145.47,0.00,8230.57,882.59,0.00,1820.76,2703.38,4929.58,0.00,0.00,0.00,,171.91,,0.00,425.71,597.61,0.00,597.61,8230.57,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2023,4
3784.30,4237.87,3209.88,11232.05,10608.20,8902.95,0.00,290.78,1414.46,10452.90,23099.42,2988.72,872.19,1034.89,4895.80,978.35,0.00,,,,18.36,,,17206.91,17225.27,,17225.27,23099.42,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2023,4
3786.24,1844.04,323.07,5953.35,15734.61,12033.20,,,3701.41,678.00,10332.76,565.92,489.20,566.11,1621.23,,2299.01,,,,12.50,,,6400.03,6412.53,,6412.53,10332.76,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2007,2
3843.92,2284.55,172.70,6301.16,1604.13,118.69,,,1485.44,1160.93,8947.53,2062.00,,,2062.00,,848.11,,,,1.00,,12999.00,-6962.58,6037.42,,6037.42,8947.53,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06086,S,2,2,1993,4
3857.00,2314.00,,6171.00,1516.00,312.00,,,1204.00,2867.00,10242.00,6708.00,,,6708.00,5.00,,,,,785.00,,,2744.00,3529.00,,3529.00,10242.00,20299,JX (2),Southeast Airlines,JX,Sun Jet International Inc.,06850,D,4,1,1995,2
3904.57,1058.53,379.89,5342.98,20332.00,15478.86,,,4853.14,80.00,10276.12,647.04,1465.06,773.00,2885.10,,6.00,,,,12.50,,,7372.52,7385.02,,7385.02,10276.12,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2015,4
3928.44,4795.60,12606.77,21330.81,8022.28,2648.77,,,5373.51,2560.68,29265.00,3253.09,440.31,10715.43,14408.82,,,,,,1.00,,129497.92,-114642.74,14856.18,,14856.18,29265.00,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",ZQ,Caribbean Sun Airlines,06077,S,4,1,2006,4
3929.65,768.88,350.89,5049.43,7853.22,3905.72,,,3947.50,,8996.93,157.20,36.69,2635.02,2828.91,,,,,,1.00,,4687.57,1479.45,6168.02,,6168.02,8996.93,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1996,2
3969.96,1258.82,109.22,5338.00,15825.32,14033.56,,,1791.76,798.00,7927.76,295.48,250.18,395.79,941.44,,2223.60,,,,12.50,,,4750.22,4762.72,,4762.72,7927.76,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2009,2
3981.61,7106.92,964.44,12052.97,16850.62,11097.74,0.00,0.00,5752.88,8795.16,26601.01,3029.31,379.95,631.89,4041.15,3753.10,0.00,,,,18.36,,,18788.40,18806.76,,18806.76,26601.01,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2017,2
4000.28,2339.46,499.17,6838.91,9581.15,2447.16,,,7134.00,57.57,14030.48,7551.44,16.25,75.00,7642.68,3420.14,1736.33,,,,,,375.24,856.09,1231.33,,1231.33,14030.48,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1994,2
4023.02,1954.55,133.64,6111.21,15816.18,13229.48,,,2586.70,757.00,9454.91,750.18,318.70,435.34,1504.21,,1962.79,,,,12.50,,,5975.40,5987.90,,5987.90,9454.91,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2008,2
4039.48,1080.89,292.03,5412.39,7746.88,2312.15,,,5434.73,,10847.12,896.91,85.12,1328.02,2310.04,1340.00,,,,,1.00,,4687.57,2508.52,7197.09,,7197.09,10847.12,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1995,2
4068.59,7870.85,3283.64,15223.08,7464.31,1782.48,,,5681.83,1546.17,22451.08,8253.95,606.09,11280.64,20140.67,3009.72,,,275.88,,538.72,,65836.96,-67350.86,-699.30,,-699.30,22451.08,20502,MY,MAXjet,MY,MAXjet,07050,D,4,1,2006,2
4167.34,1003.00,453.13,5623.46,15745.16,12683.60,,,3061.57,678.00,9363.03,383.23,435.00,421.08,1239.30,,2079.11,,,,12.50,,,6032.11,6044.61,,6044.61,9363.03,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2007,4
4210.11,4496.93,9331.64,18038.68,,,,,,,18038.68,,,,,,,,,,,,,18038.68,18038.68,,18038.68,18038.68,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2006,4
4211.73,1665.34,2677.30,8554.36,690.22,195.55,0.00,0.00,494.67,0.00,9049.04,105.34,0.00,3724.82,3830.15,0.00,0.00,0.00,0.00,,0.00,,48163.80,-42944.92,5218.88,0.00,5218.88,9049.04,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2021,4
4218.33,1458.81,961.98,6639.11,460.77,113.43,0.00,0.00,347.34,0.00,6986.45,202.66,0.00,4109.55,4312.21,0.00,0.00,0.00,0.00,,0.00,,40404.91,-37730.66,2674.24,0.00,2674.24,6986.45,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2020,4
4250.51,2623.53,325.51,7199.55,928.75,514.62,,,414.13,,7613.68,827.07,194.31,2265.62,3287.00,,,,,,1.00,,4687.57,-361.89,4326.68,,4326.68,7613.68,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1996,4
4262.49,5780.09,786.85,10829.43,5319.84,1169.00,0.00,0.00,4150.84,5074.82,20055.09,8028.90,0.00,9077.36,17106.26,10215.94,0.00,0.00,0.00,,0.00,,8114.90,-15382.00,-7267.11,0.00,-7267.11,20055.09,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2022,4
4298.59,1060.07,,5358.66,,,,,,,5358.66,558.61,,15.79,574.39,,,,,,,,2097.85,2686.41,4784.27,,4784.27,5358.66,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,BNJ Charter Company,07022,D,4,1,2003,4
4331.41,90.16,556.88,4978.45,202.71,55.63,,,147.08,3931.68,9057.21,33.61,1.71,171.03,206.35,,,,,,84.00,,,8766.86,8850.86,,8850.86,9057.21,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06911 (1),S,4,1,1996,2
4421.86,776.84,473.46,5672.16,15824.04,13649.48,,,2174.56,757.00,8603.72,647.14,241.60,238.92,1127.66,,2407.60,,,,12.50,,,5055.96,5068.46,,5068.46,8603.72,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2008,4
4446.37,6011.10,7964.83,18422.29,4015.94,1284.92,,,2731.02,,21153.31,20565.96,338.99,6316.47,27221.41,,,,,,1.00,,50715.17,-56784.28,-6068.11,,-6068.11,21153.31,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",ZQ,Caribbean Sun Airlines,06077,S,4,1,2005,2
