NET_INCOME,OP_PROFIT,OP_REVENUE_SCH_PAX,OP_REVENUE_SCH_OTH,OP_REVENUE_NON_SCH,OP_REVENUE_PUB_SVC,OP_REVENUE_OTHER,OP_REVENUE,OP_EXPENSE_FLYING,OP_EXPENSE_MAINT,OP_EXPENSE_ADMIN,DEPR_PR_EQ_OWNED,DEPR_PR_EQ_LEASED,TRANS_EXPENSE,OP_EXPENSE,NON_OP_INT_EXP,NON_OP_EXP_OTH,TAX,EXTRA_ITEMS,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
271.82,254.58,,,,,1817.68,1817.68,,,1313.28,43.10,,206.72,1563.09,,17.24,,,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06045,S,4,1,2005,4
273.04,278.66,,,9209.20,,0.00,9209.20,5988.02,2214.51,712.78,15.24,0.00,0.00,8930.54,-5.91,0.29,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2013,4
275.78,565.15,,,12425.28,,,12425.28,5519.42,4143.79,1757.34,439.58,,,11860.13,-600.69,311.32,,,19677,BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,06136,S,1,1,1993,4
277.30,375.40,,,1939.44,,,1939.44,1357.25,,204.55,2.24,,,1564.04,-3.30,,79.80,-15.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2004,2
278.94,60.41,,,2696.63,,37.58,2734.22,697.72,419.18,393.80,130.60,1032.50,,2673.81,-15.87,,-234.41,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1997,4
280.25,214.79,,,8735.04,,0.00,8735.04,2687.92,2335.29,1052.98,374.13,2069.94,,8520.25,22.21,43.25,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2019,4
281.13,476.65,,,11205.43,,,11205.43,7200.93,1717.02,580.85,547.80,682.20,,10728.79,-315.51,120.00,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2004,4
281.22,506.93,,,4232.62,,,4232.62,3267.93,53.45,402.97,1.34,,,3725.69,-5.11,3.77,224.37,,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2005,2
282.55,383.08,1962.51,,2229.33,,304.65,4496.49,1535.62,619.39,1553.32,15.08,390.00,,4113.41,-104.16,3.63,,,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06852,S,4,1,1998,2
285.64,71.89,,,11737.80,,121.49,11859.29,2916.95,4159.39,1915.29,,1254.00,1541.76,11787.40,213.75,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2012,2
287.55,287.55,,,6418.10,,,6418.10,3071.83,1575.48,107.16,1055.09,321.00,,6130.55,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2015,4
288.71,-1907.68,,,10143.90,,,10143.90,5295.10,2628.31,3176.94,,951.23,,12051.57,11.35,2185.04,,,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,4,1,2008,2
289.74,289.74,,,3199.64,,,3199.64,1315.88,739.27,189.12,263.78,401.85,,2909.89,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2004,2
291.99,253.67,,,9584.54,,,9584.54,4049.33,3164.40,1766.31,,350.83,,9330.87,,38.32,,,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1994,4
298.56,-532.83,,,6724.18,,,6724.18,3427.15,2199.28,1573.23,57.35,,,7257.01,-32.42,863.81,,,20412,N5 (1),Nations Air Express Inc.,N5,Nations Air Express Inc.,06733,D,1,1,1997,4
298.89,197.96,,,2406.39,,,2406.39,1266.94,397.38,517.86,26.25,,,2208.43,-23.67,124.61,,,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1991,4
302.36,521.29,,,11958.31,,,11958.31,8799.49,1680.03,885.50,72.00,,,11437.02,9.86,,228.79,,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1992,4
305.35,156.28,,,16982.60,,,16982.60,8934.55,6890.09,830.42,171.26,,,16826.32,,149.07,,,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1998,2
306.37,645.16,,,2561.75,,93.54,2655.28,358.91,680.02,603.23,367.97,,,2010.13,-70.27,-10.02,258.50,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1999,2
306.39,346.39,,,6743.22,,113.74,6856.96,2609.92,1415.96,1344.68,0.00,1140.00,0.00,6510.57,-40.00,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2014,4
306.44,181.59,,,2935.33,,,2935.33,1396.53,928.36,115.42,313.43,,,2753.74,153.76,-28.91,,,19677,BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,06136,S,1,1,1992,4
307.09,133.46,,,5234.97,,0.00,5234.97,2856.24,684.33,1545.07,15.88,0.00,0.00,5101.50,-5.11,178.74,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2019,2
307.35,233.91,,,7445.62,,,7445.62,4955.46,1299.02,957.24,,,,7211.71,-1.01,74.45,,,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1994,4
310.08,400.06,,,4048.14,,,4048.14,1582.10,950.15,687.59,,428.23,,3648.07,-89.99,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2009,2
310.66,672.45,,,4692.80,,63.70,4756.50,2011.71,961.57,604.51,506.26,,,4084.05,-186.94,-0.10,174.75,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2000,4
312.08,-1129.54,8904.40,,256.73,,5.98,9167.12,3804.28,1574.70,4857.36,60.32,,,10296.65,,1602.38,160.77,,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,1,1,1993,4
316.18,365.38,,,3734.49,,48.73,3783.22,1319.63,479.33,1545.21,24.90,,48.77,3417.84,-90.60,41.40,,,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1991,4
317.66,325.16,,,2410.91,0.00,0.00,2410.91,1470.72,133.05,149.86,332.13,0.00,,2085.75,,,7.50,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2013,4
317.66,325.16,,,2410.91,0.00,0.00,2410.91,1470.72,133.05,149.86,332.13,0.00,,2085.75,,,7.50,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2016,4
324.12,278.80,,,5100.38,,13.79,5114.18,1872.35,1308.25,666.03,191.26,797.50,,4835.38,45.32,,,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1996,4
326.05,852.13,,,5171.74,,36.49,5208.23,1929.22,899.15,646.20,881.54,,,4356.09,-314.45,-1.63,210.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2001,4
326.31,440.67,2455.02,6031.62,0.00,0.00,0.00,8486.64,5321.56,1136.68,1575.26,12.48,0.00,0.00,8045.97,0.00,-114.36,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2019,4
327.08,196.32,,,8816.96,,,8816.96,4036.79,2832.69,1147.06,604.09,,,8620.63,3.36,1.40,-126.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2018,2
332.53,497.08,,,12331.86,,,12331.86,7555.52,1631.23,1012.62,1007.86,627.55,,11834.78,-360.35,195.80,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2006,4
334.19,334.19,,5409.80,,,,5409.80,3111.60,241.58,1722.44,,,,5075.62,,,,,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,Murray Air,07029,D,4,1,2005,2
335.22,552.29,,,13383.07,,,13383.07,10458.15,1981.69,324.95,66.00,,,12830.78,25.78,,242.85,,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1993,2
348.42,505.79,,,11412.89,,,11412.89,7251.37,1779.30,669.87,544.35,662.20,,10907.09,-277.38,120.00,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2005,4
351.55,844.03,780.00,,9568.62,,19.05,10367.67,3527.01,1965.55,3703.92,327.15,,,9523.63,-523.37,30.89,,,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06852,S,4,1,2000,2
352.11,466.75,,,17667.60,,38.80,17706.40,10511.67,5267.90,1370.21,89.88,,,17239.66,-96.01,,18.63,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,1998,4
352.15,700.62,,,3915.72,,,3915.72,1128.08,850.49,414.42,312.11,510.00,,3215.10,-244.18,-54.84,49.45,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1998,2
355.31,355.31,0.00,897.42,8251.00,0.00,0.00,9148.42,7157.89,361.22,1258.99,15.01,0.00,0.00,8793.12,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2024,2
356.16,1049.65,8231.74,717.82,35248.41,0.00,0.00,44197.97,31303.84,6959.89,3245.99,1054.51,584.09,0.00,43148.32,-253.50,-440.00,0.00,0.00,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,4,1,2017,4
356.32,356.32,2673.58,5276.64,0.00,0.00,0.00,7950.22,4867.72,1587.30,1115.49,22.40,0.00,0.00,7593.90,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2023,2
356.61,484.42,,,6878.74,,,6878.74,3543.53,1977.32,851.50,21.97,,,6394.32,2.35,-12.16,118.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2015,2
356.80,-14.97,,,6920.80,,0.00,6920.80,4060.20,1800.69,1066.44,8.43,0.00,0.00,6935.77,-3.25,375.02,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2015,4
359.08,591.06,,,5379.85,,,5379.85,3240.75,1014.37,497.96,35.72,,,4788.79,9.92,-5.39,236.50,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2012,4
361.40,370.23,,,8874.08,,0.00,8874.08,6112.27,1670.34,704.81,16.41,0.00,0.00,8503.84,-8.84,0.00,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2012,2
367.39,467.51,,,,,1801.04,1801.04,,,1333.54,,,,1333.54,-3.44,-87.89,8.78,,19065,AJ,Air Micronesia Inc.,AJ,Air Micronesia Inc.,10025,P,1,1,1992,4
374.24,214.93,,,,,1544.35,1544.35,158.57,,1139.99,30.86,,,1329.43,,159.32,,,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06044,D,4,1,2007,2
387.33,427.33,,,7622.93,,170.04,7792.97,3072.58,1553.18,1809.88,0.00,930.00,,7365.64,-40.00,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2015,4
398.56,217.99,,,5402.13,,0.00,5402.13,2767.10,883.57,1524.57,8.91,0.00,0.00,5184.15,-3.58,200.00,15.83,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2016,2
400.64,441.98,,,7697.67,8.18,,7705.85,5919.50,974.16,319.96,50.25,,,7263.87,-9.20,,32.15,,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1991,4
402.22,415.61,,,7357.97,,,7357.97,5240.51,1492.96,193.39,15.50,0.00,0.00,6942.36,-13.38,,,,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2011,2
412.82,416.08,,,8962.49,,0.00,8962.49,5700.85,1789.12,1048.01,8.43,0.00,0.00,8546.41,-3.25,0.00,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2015,2
413.77,608.70,,,7713.27,,7.00,7720.27,6052.58,791.76,229.76,37.47,,,7111.57,-25.48,-141.37,,-28.09,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1990,4
415.68,478.83,,,2586.72,,12.05,2598.77,849.39,492.83,771.78,,,5.94,2119.94,-110.06,46.91,,,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1990,2
417.52,420.58,,,6273.89,,,6273.89,3095.17,1513.07,1089.25,155.83,,,5853.32,-3.06,,,,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1994,2
418.95,436.29,,,6769.11,,,6769.11,4447.45,774.76,802.82,,307.79,,6332.82,-17.35,,,,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1993,4
419.14,419.14,,,5650.23,,,5650.23,2685.48,1569.02,140.03,653.56,183.00,,5231.08,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2017,4
419.33,450.62,,,19196.40,,21.45,19217.85,8816.36,7470.80,2505.34,-25.27,,,18767.23,-20.64,-10.66,,,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,4,1,2005,4
430.12,533.05,,,10960.59,,,10960.59,6431.87,2241.04,737.26,315.68,701.70,,10427.54,-185.54,82.61,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2003,2
435.11,576.71,,,5665.76,,,5665.76,3620.13,760.36,682.24,26.32,,,5089.06,5.26,-0.85,146.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2014,2
437.58,443.06,,,10428.96,,,10428.96,3847.53,2972.14,1061.75,,2104.49,,9985.90,-5.48,,,,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1995,2
440.51,440.51,6034.28,0.00,0.00,0.00,0.00,6034.28,3566.47,1109.25,880.25,37.80,0.00,0.00,5593.76,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2022,2
441.77,728.04,,,2344.64,,,2344.64,807.30,545.52,167.12,96.67,,,1616.61,-85.85,7.72,,-208.14,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1993,4
445.95,442.05,,,4831.07,,,4831.07,1627.60,1185.38,656.48,248.08,437.50,233.98,4389.02,,3.90,,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1994,4
446.63,528.18,,,2233.94,,6.83,2240.76,766.38,255.43,667.80,8.15,,14.83,1712.58,-110.75,29.20,,,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1991,2
448.48,448.48,,,4417.17,,13.28,4430.45,2133.81,1196.40,651.76,0.00,,0.00,3981.97,,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2012,2
451.85,518.27,34.73,3404.20,915.91,,10.32,4365.16,1766.68,470.62,1526.52,83.07,,,3846.89,-66.42,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1996,4
452.87,471.81,,,4628.33,,9.24,4637.56,2749.16,910.53,320.55,139.35,46.16,,4165.75,-18.94,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,1997,2
455.94,455.94,6799.78,,,,,6799.78,3461.06,1554.45,1328.33,,,,6343.84,,,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,1997,4
456.03,924.53,55011.92,,184.94,,1176.12,56372.98,29633.72,11173.10,12016.91,1702.07,301.15,621.50,55448.45,-746.99,639.96,361.47,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,1,1,1996,2
459.59,459.59,0.00,1088.23,7562.03,0.00,0.00,8650.27,6654.04,300.76,1212.47,23.41,0.00,0.00,8190.68,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2023,4
462.79,460.80,,,,,1664.78,1664.78,,,1203.98,,,,1203.98,,1.98,,,19065,AJ,Air Micronesia Inc.,AJ,Air Micronesia Inc.,10025,P,1,1,1992,2
464.90,859.98,,50670.09,3538.69,,112.58,54321.36,23324.01,1707.55,28258.46,162.19,9.17,,53461.38,-130.53,-264.55,,,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,06746,S,4,1,1997,4
476.07,507.92,,,8363.54,,0.00,8363.54,2349.80,2549.56,800.30,23.63,2132.33,,7855.61,-31.85,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2022,2
480.08,602.05,,,8620.27,,,8620.27,4765.78,1412.66,1231.91,607.86,,,8018.22,13.11,8.03,143.10,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2022,2
483.68,507.62,,,9726.79,,,9726.79,4388.60,2866.28,1887.63,72.11,,4.55,9219.18,-23.94,,,,20412,N5 (1),Nations Air Express Inc.,N5,Nations Air Express Inc.,06733,D,1,1,1997,2
484.41,484.41,,,3583.24,,,3583.24,2012.54,691.11,395.18,,,,3098.83,,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,1996,4
485.24,485.24,,,8202.55,0.00,750.00,8952.55,4974.43,2982.26,340.14,170.48,0.00,,8467.31,,,0.00,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2018,2
485.70,577.94,,,6291.52,,,6291.52,3154.91,987.13,963.67,607.86,,,5713.58,37.13,-0.37,129.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2022,4
494.86,426.01,,7534.80,7941.41,,,15476.21,9606.83,4368.91,1060.32,14.15,,,15050.21,,68.85,,,19874,8C,Air Transport International,8C,Air Transport International,06028,S,2,2,1990,2
500.97,554.25,,,6665.43,,,6665.43,4949.37,886.45,275.36,,,,6111.19,,-53.28,,,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1990,4
505.82,505.82,,,3434.06,,,3434.06,1719.47,744.56,91.11,373.10,,,2928.24,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2010,2
506.27,2199.76,9339.42,75.72,5588.90,,244.61,15248.65,2359.26,3910.98,5797.98,980.66,,,13048.89,-1751.73,58.25,,,19952,KW,Carnival Air Lines Inc.,KW,Pacific Interstate Airlines,06748,D,1,1,1990,2
510.40,549.78,,,4737.64,,,4737.64,1589.91,1124.73,636.53,291.36,545.32,,4187.86,36.01,-75.39,,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1996,2
510.82,533.72,,,3917.58,,9.24,3926.82,1538.80,774.56,1004.14,22.73,,52.88,3393.10,-45.61,22.72,,,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1993,2
512.08,547.58,,,7338.65,,0.00,7338.65,2201.36,1256.84,799.93,492.87,2040.06,,6791.06,36.10,-71.61,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2020,4
515.10,1107.30,,,4271.64,,1130.71,5402.35,2140.01,1035.27,547.53,572.23,,,4295.04,-286.85,-3.35,302.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2002,2
516.47,813.29,,,8727.42,,,8727.42,4519.65,2102.32,582.67,309.99,399.50,,7914.13,-297.91,1.10,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2001,4
521.82,521.54,,,8156.24,,,8156.24,2197.07,1471.38,3935.79,30.45,,,7634.70,,0.28,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06911 (1),S,4,1,1995,2
522.55,-1895.20,,,5617.46,,,5617.46,3614.90,2344.04,762.19,480.76,310.77,,7512.66,-228.03,-17.80,,2663.58,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2004,4
522.68,473.73,,,5156.01,,11.81,5167.82,2366.52,1007.66,532.08,787.83,,,4694.08,-54.69,-1.23,-104.87,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2004,2
522.91,529.96,,,9034.95,0.00,750.00,9784.95,4911.59,2630.03,1499.89,213.47,0.00,,9254.99,,,7.05,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2017,4
527.04,527.04,,,5902.96,,,5902.96,2160.54,1646.17,834.59,551.63,183.00,,5375.92,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2021,4
529.40,529.40,,6787.69,,,,6787.69,3286.94,1811.69,987.80,,171.86,,6258.29,,,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,1996,4
539.56,553.18,,,6356.14,,,6356.14,4178.24,836.59,788.13,,,,5802.96,-13.63,,,,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1992,4
540.56,571.46,,,7727.25,,0.00,7727.25,2240.44,1877.92,722.58,249.42,2065.43,,7155.79,-109.36,78.47,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2020,2
540.66,540.66,6282.42,4161.12,0.00,0.00,0.00,10443.54,6692.63,1624.74,1563.11,22.40,0.00,0.00,9902.88,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2022,4
558.44,558.44,,,5357.21,,259.41,5616.62,2842.41,1249.81,965.96,0.00,,,5058.18,,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2014,2
567.76,567.76,,,4222.67,,128.31,4350.98,2110.60,1100.22,572.39,0.00,,0.00,3783.22,,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2013,2
568.39,568.39,,,752.22,,11398.65,12150.87,1544.24,703.39,71.00,,,9263.86,11582.48,,,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2011,2
572.29,641.26,,,,,2340.84,2340.84,,,1699.58,,,,1699.58,,6.02,75.00,,19065,AJ,Air Micronesia Inc.,AJ,Air Micronesia Inc.,10025,P,1,1,1990,4
573.21,573.21,,,6946.88,,,6946.88,2941.38,1950.25,126.85,1034.20,321.00,,6373.67,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2016,4
575.66,388.07,14190.61,,19.67,,38.97,14249.25,4658.06,2142.60,6927.83,132.69,,,13861.19,,484.83,297.23,,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,1,1,1994,2
580.48,643.45,,,2168.53,,,2168.53,1346.23,,177.32,1.54,,,1525.08,-3.47,,59.50,,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2003,4
580.57,583.54,,,11047.35,,0.00,11047.35,7094.24,2318.19,1038.59,12.79,0.00,0.00,10463.80,-2.98,0.00,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2014,2
587.79,598.79,,,5945.27,,,5945.27,2598.19,1498.86,1249.44,,,,5346.48,-11.00,,,,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1993,2
590.91,1018.88,,,6465.96,,84.81,6550.77,3093.84,1177.99,510.06,750.00,,,5531.89,-5.23,-26.65,396.10,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2006,4
596.67,596.67,,,3914.10,,125.51,4039.60,1812.92,1009.35,620.66,0.00,,0.00,3442.94,,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2012,4
599.92,1640.86,,,11825.92,,,11825.92,2413.25,4924.11,2697.02,150.68,,,10185.06,-437.98,-602.97,,,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,4,1,2000,2
603.78,626.10,18.85,2499.38,421.93,,,2940.16,1218.25,357.90,672.30,65.61,,,2314.06,-22.32,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1996,2
604.03,604.03,,,5966.90,,,5966.90,1985.48,1858.43,195.21,839.57,484.18,,5362.86,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2005,4
608.11,608.11,,,3155.25,0.00,0.00,3155.25,2010.74,196.47,222.44,117.50,0.00,,2547.14,,,,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2014,2
608.65,821.71,,,162.00,,2390.69,2552.69,309.02,173.05,135.77,1110.89,,2.25,1730.98,-256.78,43.72,,,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1992,2
618.65,665.21,,,10099.75,,21.73,10121.48,4691.24,2280.47,946.73,1537.83,,,9456.27,-85.58,-1.86,-40.87,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2004,4
623.63,1340.04,5158.64,207.47,,,,5366.11,1943.42,580.36,749.86,752.43,,,4026.08,-196.61,-1.80,518.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2002,4
624.12,560.34,,,5819.12,,0.00,5819.12,3036.17,836.73,1370.00,15.88,0.00,0.00,5258.78,-7.46,75.35,4.11,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2020,4
633.16,942.90,,,5403.97,,83.05,5487.02,2245.05,758.42,890.25,650.40,,,4544.13,113.07,,422.80,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2007,4
637.51,415.87,29903.67,,708.28,,731.93,31343.87,17287.00,5311.22,6932.41,569.17,322.88,505.33,30928.01,-166.60,572.10,183.86,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,1,1,1995,4
640.18,640.18,,,3773.16,,,3773.16,960.12,1023.72,57.05,332.09,760.00,,3132.98,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2001,4
