YEAR,MONTH,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,EMPFULL,EMPPART,EMPTOTAL,EMPFTE
1992,12,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2502.0,389.0,2891,2697
1992,12,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,69370.0,4337.0,73707,71539
1992,12,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,84716.0,13283.0,97999,91358
1992,12,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,76689.0,7224.0,83913,80301
1992,12,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,1,1.0,106.0,19.0,125,116
1993,1,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,11491.0,56.0,11547,11519
1993,1,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2413.0,369.0,2782,2598
1993,1,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,68359.0,4387.0,72746,70553
1993,1,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,84622.0,13396.0,98018,91320
1993,1,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,75992.0,7062.0,83054,79523
1993,1,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,1,1.0,102.0,18.0,120,111
1993,2,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,11675.0,57.0,11732,11704
1993,2,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2253.0,352.0,2605,2429
1993,2,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,68047.0,4350.0,72397,70222
1993,2,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,84654.0,13857.0,98511,91583
1993,2,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,74760.0,7120.0,81880,78320
1993,2,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,1,1.0,102.0,18.0,120,111
1993,3,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,11835.0,55.0,11890,11863
1993,3,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2239.0,348.0,2587,2413
1993,3,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,67983.0,4405.0,72388,70186
1993,3,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,84827.0,13815.0,98642,91735
1993,3,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,74602.0,7034.0,81636,78119
1993,3,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,1,1.0,102.0,18.0,120,111
1993,4,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,12101.0,55.0,12156,12129
1993,4,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2239.0,346.0,2585,2412
1993,4,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,67916.0,4573.0,72489,70203
1993,4,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,84687.0,13860.0,98547,91617
1993,4,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,74569.0,7020.0,81589,78079
1993,4,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,1,1.0,102.0,18.0,120,111
